t,PPI_mean
2017-02-13,
2017-02-17,
2017-02-20,
2017-02-23,
2017-02-27,
2017-03-02,
2017-03-05,
2017-03-09,
2017-03-12,
2017-03-15,
2017-03-17,
2017-03-19,
2017-03-21,
2017-03-22,
2017-03-24,
2017-03-25,
2017-03-27,
2017-03-29,
2017-03-30,
2017-04-01,
2017-04-03,
2017-04-04,
2017-04-06,
2017-04-08,
2017-04-09,
2017-04-11,
2017-04-13,
2017-04-14,
2017-04-16,
2017-04-18,
2017-04-21,
2017-04-23,
2017-04-24,
2017-04-26,
2017-04-28,0.0
2017-04-29,
2017-05-01,
2017-05-04,
2017-05-06,
2017-05-08,
2017-05-09,
2017-05-11,
2017-05-13,
2017-05-14,
2017-05-16,
2017-05-18,
2017-05-19,
2017-05-21,
2017-05-24,
2017-05-26,
2017-05-28,
2017-05-29,
2017-05-31,
2017-06-02,
2017-06-03,
2017-06-05,
2017-06-07,
2017-06-08,
2017-06-10,
2017-06-12,
2017-06-13,
2017-06-15,
2017-06-17,
2017-06-18,
2017-06-20,
2017-06-22,
2017-06-23,
2017-06-25,
2017-06-27,
2017-06-28,
2017-06-30,
2017-07-02,0.2545471
2017-07-03,
2017-07-05,
2017-07-07,
2017-07-08,
2017-07-10,
2017-07-12,
2017-07-13,
2017-07-15,
2017-07-17,
2017-07-18,
2017-07-20,
2017-07-22,
2017-07-23,
2017-07-25,0.36224374
2017-07-27,
2017-07-28,
2017-07-30,
2017-08-01,
2017-08-02,
2017-08-04,
2017-08-06,
2017-08-07,
2017-08-09,
2017-08-11,
2017-08-12,
2017-08-14,
2017-08-16,
2017-08-17,
2017-08-19,
2017-08-21,
2017-08-22,
2017-08-24,
2017-08-26,
2017-08-27,
2017-08-29,
2017-08-31,
2017-09-01,
2017-09-03,
2017-09-05,0.23373719
2017-09-06,0.22981818
2017-09-08,
2017-09-10,
2017-09-11,
2017-09-13,
2017-09-15,
2017-09-16,
2017-09-18,
2017-09-20,
2017-09-21,
2017-09-23,
2017-09-26,
2017-09-28,
2017-09-30,
2017-10-01,
2017-10-03,
2017-10-05,
2017-10-06,
2017-10-08,
2017-10-10,
2017-10-11,
2017-10-13,
2017-10-15,
2017-10-16,
2017-10-18,
2017-10-20,
2017-10-21,
2017-10-23,
2017-10-25,
2017-10-26,
2017-10-28,
2017-10-30,
2018-02-12,
2018-02-13,
2018-02-15,
2018-02-17,
2018-02-18,
2018-02-20,
2018-02-22,
2018-02-23,
2018-02-25,
2018-02-27,
2018-02-28,
2018-03-02,
2018-03-04,
2018-03-05,
2018-03-07,
2018-03-09,
2018-03-10,
2018-03-12,
2018-03-14,
2018-03-15,
2018-03-17,
2018-03-19,
2018-03-20,
2018-03-22,
2018-03-24,
2018-03-25,
2018-03-27,
2018-03-29,
2018-03-30,
2018-04-01,
2018-04-03,
2018-04-04,
2018-04-06,
2018-04-08,
2018-04-09,
2018-04-11,
2018-04-13,
2018-04-14,
2018-04-16,
2018-04-18,
2018-04-19,
2018-04-21,
2018-04-23,
2018-04-24,
2018-04-26,
2018-04-28,
2018-04-29,
2018-05-01,
2018-05-03,
2018-05-04,
2018-05-06,
2018-05-08,
2018-05-09,
2018-05-11,
2018-05-13,
2018-05-14,
2018-05-16,
2018-05-18,
2018-05-19,
2018-05-21,
2018-05-23,
2018-05-24,
2018-05-26,
2018-05-29,
2018-05-31,
2018-06-02,
2018-06-03,
2018-06-05,
2018-06-07,
2018-06-08,
2018-06-10,
2018-06-12,
2018-06-13,
2018-06-15,
2018-06-17,
2018-06-18,
2018-06-20,
2018-06-22,
2018-06-23,
2018-06-25,
2018-06-27,
2018-06-28,
2018-06-30,
2018-07-02,0.34551403
2018-07-03,0.33257684
2018-07-05,
2018-07-07,
2018-07-08,0.31639665
2018-07-10,0.35489258
2018-07-12,
2018-07-13,0.35034958
2018-07-15,
2018-07-17,0.35975042
2018-07-18,
2018-07-20,0.36140662
2018-07-22,
2018-07-23,
2018-07-27,0.4446843
2018-07-28,0.34182644
2018-07-30,0.3658975
2018-08-01,0.33771998
2018-08-02,0.27299753
2018-08-04,
2018-08-06,
2018-08-07,
2018-08-09,
2018-08-11,
2018-08-12,
2018-08-14,
2018-08-16,
2018-08-17,0.3504074
2018-08-19,
2018-08-21,
2018-08-22,0.3088603
2018-08-24,
2018-08-26,
2018-08-27,
2018-08-29,0.2831848
2018-08-31,
2018-09-01,
2018-09-03,0.17788924
2018-09-05,
2018-09-06,
2018-09-08,0.24791238
2018-09-10,0.22670095
2018-09-11,
2018-09-13,
2018-09-15,0.036108933
2018-09-16,
2018-09-18,
2018-09-20,
2018-09-21,0.10717107
2018-09-23,
2018-09-25,0.11252066
2018-09-26,
2018-09-28,
2018-09-30,
2018-10-01,
2018-10-03,
2018-10-05,
2018-10-06,
2018-10-08,
2018-10-10,
2018-10-11,0.04595785
2018-10-13,
2018-10-15,
2018-10-16,0.017489256
2018-10-18,
2018-10-20,
2018-10-21,
2018-10-23,0.02535124
2018-10-25,
2018-10-26,
2018-10-28,
2018-10-30,0.0429
2019-02-12,
2019-02-15,
2019-02-17,
2019-02-18,
2019-02-20,
2019-02-22,
2019-02-23,
2019-02-25,
2019-02-27,
2019-02-28,
2019-03-02,
2019-03-04,
2019-03-05,
2019-03-07,
2019-03-09,
2019-03-10,
2019-03-12,
2019-03-14,
2019-03-15,
2019-03-17,
2019-03-19,
2019-03-20,
2019-03-22,
2019-03-24,
2019-03-25,
2019-03-27,
2019-03-29,
2019-03-30,
2019-04-01,
2019-04-03,
2019-04-04,
2019-04-06,
2019-04-08,
2019-04-09,
2019-04-11,
2019-04-13,
2019-04-14,
2019-04-16,
2019-04-18,
2019-04-19,
2019-04-21,
2019-04-23,
2019-04-24,
2019-04-26,
2019-04-28,
2019-04-29,
2019-05-01,
2019-05-03,
2019-05-04,
2019-05-08,
2019-05-09,
2019-05-11,
2019-05-13,
2019-05-14,
2019-05-16,
2019-05-18,
2019-05-19,
2019-05-21,
2019-05-23,
2019-05-24,0.11350826
2019-05-26,
2019-05-28,
2019-05-29,
2019-05-31,
2019-06-02,
2019-06-03,
2019-06-05,
